nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Croissy-sur-Seine;78;78190;48.8787825592, 2.13541164589;"{""type"": ""Polygon"", ""coordinates"": [[[2.150387184663417, 48.87086700750082], [2.131966626782198, 48.8709776652565], [2.124356420222626, 48.87438478156334], [2.119794118279736, 48.87811064882213], [2.110267282891142, 48.88743849911382], [2.118188801822393, 48.89077973053676], [2.129363382373108, 48.87664272327713], [2.135559273732443, 48.88533942017082], [2.144932867136635, 48.88338319059757], [2.158314348980121, 48.88060908213844], [2.150387184663417, 48.87086700750082]]]}";10319.0537887;3545586.5
Villeron;95;95675;49.060842982, 2.5345109745;"{""type"": ""Polygon"", ""coordinates"": [[[2.528282398893841, 49.03795710045971], [2.527578926776882, 49.047629525681856], [2.516209776425437, 49.053680683864414], [2.522694064921331, 49.062653344804254], [2.529064478109476, 49.0783867550641], [2.533555495909169, 49.07973500776338], [2.545737230936195, 49.07039451431889], [2.551966397858728, 49.05902553286411], [2.550033684077706, 49.053119766587216], [2.535957596385262, 49.049910123463455], [2.528282398893841, 49.03795710045971]]]}";11338.2418979;5870966.5
Limoges-Fourches;77;77252;48.6265916189, 2.66952295413;"{""type"": ""Polygon"", ""coordinates"": [[[2.685319749279792, 48.61106341083748], [2.663498085205199, 48.614583826210236], [2.656748437259034, 48.61984471623975], [2.637198869013361, 48.623618692608645], [2.642490077425983, 48.629643411253184], [2.65562824733271, 48.63544793643756], [2.680569675929177, 48.64034772842434], [2.694995919394673, 48.63594201263087], [2.68860185062362, 48.627137327358874], [2.685319749279792, 48.61106341083748]]]}";11839.4102433;8019397.49999
Bailly-Romainvilliers;77;77018;48.8434284926, 2.81665828126;"{""type"": ""Polygon"", ""coordinates"": [[[2.803030137156004, 48.82920343684943], [2.802347486268762, 48.829616009618206], [2.796167202782693, 48.84252016542107], [2.798389686018763, 48.85620273608044], [2.814432634017373, 48.85568010244022], [2.834509512037865, 48.859378786853526], [2.829015144242696, 48.843264111051674], [2.837827830066352, 48.83983192915114], [2.84114437826059, 48.833460067093974], [2.832435950371334, 48.83029149069933], [2.812501621724072, 48.83177279897648], [2.803030137156004, 48.82920343684943]]]}";12102.0310232;7670618.5
Saint-Sulpice-de-Favières;91;91578;48.5363608889, 2.17969276336;"{""type"": ""Polygon"", ""coordinates"": [[[2.182278366422437, 48.51805527308053], [2.175366174534278, 48.52015762456833], [2.17440211634476, 48.53666796572035], [2.171420364061932, 48.53933706972299], [2.157386082004326, 48.536773496625976], [2.173517459333103, 48.551541358920865], [2.188209487346612, 48.54693762001154], [2.192640118891515, 48.54253272111634], [2.195177412526977, 48.53963518797898], [2.18927703518829, 48.53485414631335], [2.187298703016968, 48.51828762506547], [2.182278366422437, 48.51805527308053]]]}";10936.8696517;4659805.5
Saint-Germain-de-la-Grange;78;78550;48.8330731847, 1.90235458205;"{""type"": ""Polygon"", ""coordinates"": [[[1.913066136329446, 48.81993795131865], [1.901268931614907, 48.821961792362664], [1.890226510329577, 48.831357838250156], [1.88135333028409, 48.83155399534634], [1.882091589324929, 48.834609966105404], [1.888578764430276, 48.84665973104182], [1.893278662047072, 48.8473778647787], [1.918172631345987, 48.835751243515354], [1.921737091072907, 48.82612360123027], [1.917838585804341, 48.820341013587324], [1.913066136329446, 48.81993795131865]]]}";9386.49589755;5278358.5
Montgé-en-Goële;77;77308;49.0293871876, 2.74391030915;"{""type"": ""Polygon"", ""coordinates"": [[[2.712784056452773, 49.0075630087302], [2.731034024736573, 49.0282057748678], [2.730633245917737, 49.03165773332825], [2.721333153275509, 49.034423967622644], [2.716295200737932, 49.045409063104636], [2.719251338937382, 49.04764594433657], [2.728793032286347, 49.04885476426048], [2.730874777496857, 49.04573933832188], [2.760515447345947, 49.042951727279046], [2.773976307038935, 49.039381130354066], [2.769159357535906, 49.033833054951785], [2.772426459725335, 49.027895716219454], [2.761561308099986, 49.02072611075321], [2.762331480562334, 49.01375890611256], [2.75486891606147, 49.010578730188456], [2.730756055335017, 49.01588627316646], [2.721131570512309, 49.008302053747336], [2.712784056452773, 49.0075630087302]]]}";17272.4803209;11810331.5
Beauvoir;77;77029;48.6420172822, 2.86359124408;"{""type"": ""Polygon"", ""coordinates"": [[[2.888031520886282, 48.64439322123681], [2.873667413347883, 48.63449344932302], [2.864338522818035, 48.63141590923017], [2.85967977552893, 48.63296664239543], [2.848517885109848, 48.64001399961028], [2.846696602821329, 48.650157889598994], [2.848731819891708, 48.65521557801331], [2.859462321852804, 48.648248731762536], [2.888031520886282, 48.64439322123681]]]}";8787.00216263;3868698.00001
Rouilly;77;77391;48.5914740007, 3.28881979874;"{""type"": ""Polygon"", ""coordinates"": [[[3.311020661448605, 48.584159145204126], [3.306060898639618, 48.58458579058641], [3.291726498460338, 48.576669858925534], [3.273686979322974, 48.57996905376299], [3.268145888525114, 48.596587050403315], [3.275986704095835, 48.604763797661356], [3.290995933202617, 48.603783561830205], [3.295318540606681, 48.60547301549356], [3.294591124893872, 48.60877605723955], [3.311074545235748, 48.59095049735078], [3.311020661448605, 48.584159145204126]]]}";11026.8878022;7328971.50001
Mulcent;78;78439;48.8784123632, 1.65209205778;"{""type"": ""Polygon"", ""coordinates"": [[[1.65877717620889, 48.86708711027235], [1.642774220874627, 48.870639388266284], [1.63680542466386, 48.87833372505608], [1.639388636267855, 48.88489300599324], [1.652047132214174, 48.890603648886234], [1.652835296614673, 48.887554473157955], [1.662185666758451, 48.88725457643043], [1.666586041795926, 48.87466668311468], [1.664097332299703, 48.87175174312059], [1.65877717620889, 48.86708711027235]]]}";7565.9387929;3810175.5
Sept-Sorts;77;77448;48.940158615, 3.10627084315;"{""type"": ""Polygon"", ""coordinates"": [[[3.093901568546826, 48.93152545439367], [3.099247225471077, 48.95060327809148], [3.102782711485238, 48.95021362413774], [3.118894718385898, 48.944677350884334], [3.117060090298667, 48.93627114130246], [3.117080346580309, 48.93314170450245], [3.093901568546826, 48.93152545439367]]]}";6751.12322378;2763017.0
Salins;77;77439;48.4316639187, 3.0194177211;"{""type"": ""Polygon"", ""coordinates"": [[[3.027972845131529, 48.411552580260555], [3.019525908985508, 48.408783336716695], [3.004676159465621, 48.41723258625927], [3.006894849525595, 48.43434369665252], [2.995969759846442, 48.4537038848259], [3.013769355556637, 48.45989255409643], [3.023012631749864, 48.440648109824416], [3.04385481424463, 48.432140675154415], [3.040895342404649, 48.416227017670224], [3.027972845131529, 48.411552580260555]]]}";14759.9136011;10527387.5
Treuzy-Levelay;77;77473;48.2730119814, 2.79481734896;"{""type"": ""Polygon"", ""coordinates"": [[[2.774537866236184, 48.24849381470087], [2.774200178341582, 48.25184928829743], [2.760789163559838, 48.25609678326854], [2.752073958419902, 48.26421264267192], [2.744866136997586, 48.272214111931504], [2.751898481669059, 48.27572909549455], [2.791675661567558, 48.27532897073221], [2.806117078863335, 48.288390787408886], [2.805457694641348, 48.29170973436763], [2.824450298439282, 48.293089038350814], [2.839145171065279, 48.284814353516516], [2.837000721912555, 48.27205305361366], [2.792405125879626, 48.26465021732646], [2.78424243341026, 48.26046074254598], [2.774537866236184, 48.24849381470087]]]}";19359.4285877;13993546.0
Quincy-Voisins;77;77382;48.8993902334, 2.87746538082;"{""type"": ""Polygon"", ""coordinates"": [[[2.884658469958141, 48.881452752960655], [2.847522602720687, 48.897724441476754], [2.850320635136658, 48.90654996030416], [2.866355416028034, 48.91504012119706], [2.896436812529705, 48.91019582587191], [2.904344492309344, 48.898178991556904], [2.90042046579414, 48.88884114708226], [2.884658469958141, 48.881452752960655]]]}";12001.4001103;10092113.5
Guibeville;91;91292;48.5671878264, 2.27170202676;"{""type"": ""Polygon"", ""coordinates"": [[[2.282745353910117, 48.559473932395974], [2.265708596484375, 48.55959488177511], [2.263504914735627, 48.562109097949765], [2.25918689410627, 48.57323711062461], [2.267843319155169, 48.575584612298584], [2.28164512415876, 48.57251122478782], [2.282745353910117, 48.559473932395974]]]}";6073.47570473;2445421.5
Autouillet;78;78036;48.8439307646, 1.79700207496;"{""type"": ""Polygon"", ""coordinates"": [[[1.785211745717137, 48.83031925729744], [1.778040029701331, 48.83230593172824], [1.791696954851194, 48.854399942690996], [1.80599968410054, 48.86012894348131], [1.812676496076097, 48.85306295718061], [1.810673912665656, 48.84287051536152], [1.799232429734001, 48.83141426641256], [1.785211745717137, 48.83031925729744]]]}";9082.86708496;4983290.50001
Buno-Bonnevaux;91;91121;48.3569089853, 2.40696147299;"{""type"": ""Polygon"", ""coordinates"": [[[2.433827158573459, 48.33453952581446], [2.419993956030376, 48.33715377412966], [2.401296776333075, 48.3330209400213], [2.39237152446175, 48.335872616428944], [2.385364207080836, 48.34774884788388], [2.383011232645925, 48.35848827139817], [2.386682851835512, 48.381692821258284], [2.408140164853832, 48.38684920233939], [2.409810589096114, 48.37400982165102], [2.427873892841799, 48.36331991995495], [2.42983222850442, 48.36201578311775], [2.441143247988007, 48.35720223577209], [2.430340340662213, 48.34750582406708], [2.433827158573459, 48.33453952581446]]]}";17393.3918179;15951515.5
Boutigny-sur-Essonne;91;91099;48.4361818403, 2.3954223757;"{""type"": ""Polygon"", ""coordinates"": [[[2.387445387673878, 48.41131457674956], [2.373348908288655, 48.43411964290377], [2.361591411994979, 48.43930201617323], [2.36247914039292, 48.44860027886182], [2.399871546013018, 48.460418702930575], [2.407660084975854, 48.46065574026465], [2.412700367714457, 48.45627251706659], [2.412595452150486, 48.4463038679496], [2.422191386429491, 48.434484490346016], [2.423931907811937, 48.42124087329026], [2.416290576127806, 48.41557156644885], [2.387445387673878, 48.41131457674956]]]}";16182.6726294;16393331.0
Varennes-Jarcy;91;91631;48.6815226941, 2.56238031249;"{""type"": ""Polygon"", ""coordinates"": [[[2.584074003883712, 48.6771538351125], [2.574614089002109, 48.67630193836937], [2.565342405386192, 48.66918060742105], [2.557230748806655, 48.67289259501154], [2.547570591355319, 48.671776951956275], [2.541233860568675, 48.68043269567254], [2.543107275178428, 48.686772170217935], [2.548997228878015, 48.68902527117824], [2.571646658999661, 48.69202303722506], [2.580375775135249, 48.689481601152934], [2.584074003883712, 48.6771538351125]]]}";9284.17781329;5463167.00001
Vert-le-Petit;91;91649;48.552025472, 2.36598547883;"{""type"": ""Polygon"", ""coordinates"": [[[2.372243073153583, 48.5368605635405], [2.359995956278729, 48.53475318937482], [2.35709899448608, 48.53681562649739], [2.34275603831907, 48.55283088682573], [2.347631266303204, 48.55741861223623], [2.353408437110031, 48.56256875984725], [2.366993518940548, 48.564386999093955], [2.376020393823063, 48.56207780334893], [2.383194196426868, 48.56630722601155], [2.387351492497591, 48.565465118583795], [2.390374937466352, 48.55722255661294], [2.374443938974675, 48.54540927675464], [2.372243073153583, 48.5368605635405]]]}";11091.7580778;7180469.50001
Villiers-sur-Marne;94;94079;48.8259586165, 2.54520483293;"{""type"": ""Polygon"", ""coordinates"": [[[2.557409057305268, 48.81870767633062], [2.537246203840921, 48.81790285699676], [2.528268585936217, 48.821213419665234], [2.525040142393285, 48.82725335459993], [2.532257759855077, 48.83048351954941], [2.53665448757524, 48.83851387979085], [2.568665749021452, 48.82441479634644], [2.568498586779144, 48.81828053964305], [2.561850915174458, 48.82170992371646], [2.557630542574349, 48.82149652553948], [2.557409057305268, 48.81870767633062]]]}";9287.73854189;4181842.50001
Bondy;93;93010;48.9023234526, 2.4837276939;"{""type"": ""Polygon"", ""coordinates"": [[[2.486801956303965, 48.88703635491009], [2.47663957400258, 48.888665093180926], [2.471698986846501, 48.88903909537767], [2.473939231697246, 48.89542507924437], [2.469861405218488, 48.90476886899786], [2.47521437825704, 48.91641135374978], [2.474266131597347, 48.91843060128735], [2.47939697783059, 48.91977496079716], [2.4917336814827, 48.91687826150448], [2.491198654219263, 48.91019424357257], [2.49983721841802, 48.895742883147925], [2.495433362912945, 48.889941848009094], [2.486801956303965, 48.88703635491009]]]}";9797.44818427;5496905.49998
Voulx;77;77531;48.2852061062, 2.96998252338;"{""type"": ""Polygon"", ""coordinates"": [[[2.990107136247452, 48.273334620608644], [2.958995884321811, 48.26113632724637], [2.946507825850627, 48.27128951311326], [2.946103188997512, 48.28477646493338], [2.95399551906393, 48.2933722662021], [2.968150951067314, 48.29646300055803], [2.971148807493823, 48.31300970653486], [2.98822433561337, 48.315216947029505], [2.982116872173143, 48.306578863938945], [2.991087389454537, 48.294874427707605], [2.986762441802369, 48.28188184518737], [2.992303611442275, 48.2763579239255], [2.990107136247452, 48.273334620608644]]]}";16117.8744711;12176458.0
Voisenon;77;77528;48.5701795365, 2.66375881473;"{""type"": ""Polygon"", ""coordinates"": [[[2.667000891271373, 48.55868743899816], [2.653261333791765, 48.56048328035304], [2.655556566386535, 48.58035200338405], [2.674688718354771, 48.57985712060685], [2.673709944156197, 48.56722480891097], [2.667000891271373, 48.55868743899816]]]}";7137.48870636;3126204.00002
Bussières;77;77057;48.9266351593, 3.23747220268;"{""type"": ""Polygon"", ""coordinates"": [[[3.239605278349213, 48.909083700201556], [3.219280953814401, 48.91308845270027], [3.209914258504057, 48.91470594463071], [3.210058941441966, 48.92012831507429], [3.217846915987711, 48.93229947973286], [3.236583725023393, 48.928657906875266], [3.242533615367147, 48.93732389551119], [3.238811616211327, 48.95019069191326], [3.260165925779106, 48.94479571037605], [3.265160662971524, 48.93906549926309], [3.25645490365801, 48.93696219133627], [3.251127386883233, 48.91633527121501], [3.239605278349213, 48.909083700201556]]]}";14865.7810237;8636857.50002
Boissy-sous-Saint-Yon;91;91085;48.5500395894, 2.21286982392;"{""type"": ""Polygon"", ""coordinates"": [[[2.220357113558389, 48.531733452004126], [2.208230369749138, 48.53378539179507], [2.192640118891515, 48.54253272111634], [2.188209487346612, 48.54693762001154], [2.205041256283274, 48.56008651388086], [2.211118362463292, 48.56961764578737], [2.220340907969817, 48.57199936749748], [2.226369144502723, 48.566758152676506], [2.223623407637772, 48.55356124345701], [2.233263244754418, 48.54671486368588], [2.234038010090559, 48.54005379846775], [2.224792515292262, 48.540479669370306], [2.220357113558389, 48.531733452004126]]]}";12526.9003266;8163862.0
Choisel;78;78162;48.6739368242, 2.01450641994;"{""type"": ""Polygon"", ""coordinates"": [[[2.011657818347254, 48.65357913961875], [1.993025231694806, 48.65806483914903], [2.00076464907271, 48.668024965498475], [1.996724745686855, 48.68464142408278], [2.003423430626525, 48.688853404975994], [2.012034023295789, 48.6890150013392], [2.019520023665716, 48.6969835540968], [2.020820820723457, 48.69645453032311], [2.029656784075738, 48.68454514280374], [2.037629292827111, 48.68022007128578], [2.033637154413018, 48.67866758234983], [2.028902045077304, 48.663741819935815], [2.027073716864662, 48.65763700850145], [2.013269017807632, 48.65957448144525], [2.011657818347254, 48.65357913961875]]]}";13725.2699445;8998962.50001
Cannes-Ecluse;77;77061;48.3640376731, 2.99078667983;"{""type"": ""Polygon"", ""coordinates"": [[[3.00493907860798, 48.33869986171514], [3.000067473463278, 48.33847503909292], [2.994532972386837, 48.35462447522772], [2.975564726679596, 48.359759311446695], [2.964446894584054, 48.37042675838928], [2.965999441668006, 48.370868057687616], [2.966342473319224, 48.38344563515679], [2.984860747362442, 48.37916699939799], [2.993234279569461, 48.37644175443412], [2.99428873290761, 48.36623943323144], [2.999378912013299, 48.366626433259036], [3.007562256875531, 48.37487626729598], [3.01205872764612, 48.373256473515106], [3.013946607680889, 48.36335076165506], [3.00573672380226, 48.35205134179916], [3.011255593097134, 48.343242918807626], [3.00493907860798, 48.33869986171514]]]}";16076.4826454;8429725.50002
Rupéreux;77;77396;48.6426005299, 3.32681043883;"{""type"": ""Polygon"", ""coordinates"": [[[3.35144500241192, 48.645933417840695], [3.341959109878327, 48.64422499353196], [3.339154550511951, 48.63455440631493], [3.3252146092002, 48.62543631740724], [3.313070298289367, 48.629930405657205], [3.310523588711778, 48.65126412543342], [3.312402948465438, 48.654533346411114], [3.323740551104084, 48.65694968871349], [3.350584217802407, 48.649147143034966], [3.35144500241192, 48.645933417840695]]]}";10454.6213241;6556952.5
Boissy-l'Aillerie;95;95078;49.0831174161, 2.03269283542;"{""type"": ""Polygon"", ""coordinates"": [[[2.034625893701164, 49.062807594030595], [2.032666101382388, 49.06590311288123], [2.024039997006294, 49.067604812272606], [2.024537073236034, 49.07392129912263], [2.015862421729434, 49.07737546852351], [2.026891610859027, 49.096519211905374], [2.034578677603832, 49.10064548892882], [2.03947837467373, 49.10005529924015], [2.0460597694659, 49.09215890073508], [2.045585135849867, 49.08298337637146], [2.034625893701164, 49.062807594030595]]]}";10245.8083671;5504966.99999
Neauphle-le-Château;78;78442;48.8130997421, 1.90470412718;"{""type"": ""Polygon"", ""coordinates"": [[[1.914910943479511, 48.80263144994785], [1.898492103808991, 48.80962289401548], [1.893691576263475, 48.8086701225477], [1.88895798200323, 48.80905795650232], [1.901268931614907, 48.821961792362664], [1.913066136329446, 48.81993795131865], [1.914910943479511, 48.80263144994785]]]}";6673.03364209;2224605.50001
Saint-Lambert;78;78561;48.7339427592, 2.00622958047;"{""type"": ""Polygon"", ""coordinates"": [[[2.004349825386704, 48.72082080531677], [1.98868012731204, 48.7290004066257], [1.98776356298143, 48.7454263093581], [1.991707355222887, 48.747564467954724], [2.006299265973035, 48.74626562612973], [2.018824404896189, 48.74127815825013], [2.029337974357251, 48.72659454338265], [2.034217400200261, 48.72594152019315], [2.004349825386704, 48.72082080531677]]]}";10270.6472953;6364729.00001
Mitry-Mory;77;77294;48.9779450158, 2.61244465751;"{""type"": ""Polygon"", ""coordinates"": [[[2.591905302944355, 48.94934729572268], [2.566334994483756, 48.9752547667632], [2.565841797186508, 48.978697052454855], [2.575839804974491, 48.98060322378864], [2.579969183087788, 48.98692134380477], [2.575843102727704, 49.00028722506934], [2.614187540218615, 49.00823973861289], [2.624106168582786, 49.007030306727124], [2.635065232081531, 48.99968162514391], [2.649496941633353, 48.981470503616606], [2.660825327166078, 48.97475885201799], [2.650281677509938, 48.96433340148263], [2.653194165163208, 48.95561918951182], [2.643350853897473, 48.95335118355406], [2.617720881831863, 48.95345205467349], [2.61525464819956, 48.956438670319116], [2.591905302944355, 48.94934729572268]]]}";22375.6106254;29967001.0
Montigny-Lencoup;77;77311;48.4543482078, 3.05281640962;"{""type"": ""Polygon"", ""coordinates"": [[[3.0681455537551, 48.43024896325375], [3.061525874606393, 48.43389612009286], [3.04385481424463, 48.432140675154415], [3.023012631749864, 48.440648109824416], [3.013769355556637, 48.45989255409643], [3.010808996583784, 48.46869111263161], [3.019467759872668, 48.47069614576421], [3.032425799293832, 48.466762002288256], [3.041306113012287, 48.47460386543701], [3.062570624530424, 48.4824751232691], [3.066614172275344, 48.48055676559581], [3.062290852900689, 48.47477463432661], [3.079347259504155, 48.46279059938438], [3.088202395692242, 48.45992356152064], [3.097484126646336, 48.461517626454125], [3.089091191774682, 48.44166947127167], [3.075403588088161, 48.43878213599455], [3.0681455537551, 48.43024896325375]]]}";20434.098011;21552960.0
Saint-Nom-la-Bretèche;78;78571;48.8634050098, 2.01915428049;"{""type"": ""Polygon"", ""coordinates"": [[[2.035476598494873, 48.84550586856874], [2.02644287340654, 48.84253662739835], [2.015453779561646, 48.848643552792176], [2.005748582886912, 48.849471684419875], [2.009393390499422, 48.851300711667086], [1.990617265389066, 48.8595351399045], [1.98860365933739, 48.86495944820059], [1.995498717602248, 48.8735886429387], [2.013966547201699, 48.8775465566291], [2.020252867793868, 48.882598674466365], [2.037185589896381, 48.87765461478435], [2.04681151504044, 48.87470976360878], [2.036302562531026, 48.86789828714401], [2.044011732312967, 48.863822967576596], [2.035476598494873, 48.84550586856874]]]}";14432.6426399;11432940.5
Menouville;95;95387;49.1532355635, 2.10779433987;"{""type"": ""Polygon"", ""coordinates"": [[[2.11200578707246, 49.143727126127835], [2.105727573788025, 49.149354162457456], [2.08549562904522, 49.15250195905798], [2.087381672230862, 49.16059940796742], [2.115678445269225, 49.154184055612916], [2.127344088530025, 49.15987070136874], [2.131556974046938, 49.15554043926633], [2.128735629635144, 49.153757774961036], [2.11200578707246, 49.143727126127835]]]}";8959.02304012;2814386.5
Guyancourt;78;78297;48.7730783892, 2.07605207737;"{""type"": ""Polygon"", ""coordinates"": [[[2.101493757164681, 48.75649129993285], [2.088237894717309, 48.75293689359428], [2.078589751865152, 48.753924202942734], [2.068432941987352, 48.75671468969072], [2.053735529899986, 48.76751858741475], [2.055380118501551, 48.7706257301944], [2.046455004967805, 48.77353201029191], [2.044366015178146, 48.77985644398857], [2.053611708429214, 48.79460891573059], [2.070251387007021, 48.78981062262139], [2.10547217490789, 48.780743322083346], [2.101493757164681, 48.75649129993285]]]}";14609.2762552;13612441.5
Sèvres;92;92072;48.821476509, 2.21052297438;"{""type"": ""Polygon"", ""coordinates"": [[[2.205506503732739, 48.80920635641876], [2.19766716078071, 48.81778825912576], [2.178523499163135, 48.81486112614659], [2.198712050159722, 48.82335353462436], [2.199430485648876, 48.82978899449038], [2.218230811079482, 48.82698136116795], [2.224048327976762, 48.83514968887822], [2.232636965444476, 48.82273961343197], [2.222690130834091, 48.82116438977175], [2.218520277045958, 48.8149403723791], [2.205506503732739, 48.80920635641876]]]}";11624.9185314;4071779.0
Belloy-en-France;95;95056;49.0922395849, 2.371761287;"{""type"": ""Polygon"", ""coordinates"": [[[2.396421051019481, 49.086488722391984], [2.375936580985816, 49.075504293615325], [2.375567671637036, 49.0720405869322], [2.370400129694798, 49.072696994714505], [2.362689565270073, 49.07981371153158], [2.349388066962708, 49.080650605775176], [2.345735860120956, 49.09021581710931], [2.361450841305992, 49.10705139711035], [2.39165078202752, 49.11036390910595], [2.38905458530621, 49.10752746783395], [2.393561136290431, 49.09809132974225], [2.389896664292286, 49.09183271553766], [2.396421051019481, 49.086488722391984]]]}";13154.6322378;9908146.0
Adainville;78;78006;48.7201535833, 1.66232511762;"{""type"": ""Polygon"", ""coordinates"": [[[1.695734433635401, 48.71311501284664], [1.68553026902883, 48.712940057925145], [1.668786223603049, 48.70589072755124], [1.649030399022383, 48.70932988109655], [1.633281416409075, 48.71382826262499], [1.631053617495383, 48.72051348635547], [1.639954021713054, 48.72852238379638], [1.638670847384862, 48.73184510198874], [1.653141174475263, 48.734941801306306], [1.686117425952445, 48.72688960412231], [1.69458565071241, 48.723186440896356], [1.695734433635401, 48.71311501284664]]]}";12797.7111292;10252926.5
Chalou-Moulineux;91;91131;48.3803154982, 2.02616711579;"{""type"": ""Polygon"", ""coordinates"": [[[2.044188706169026, 48.3607380742924], [2.027992314909952, 48.3611821526383], [2.024726860612254, 48.36981994045939], [2.015931711465133, 48.37004414869652], [2.013989435282622, 48.37640722695187], [2.00044387118322, 48.37851613995142], [1.994794241217054, 48.383677893885036], [2.001713279162918, 48.395603937502415], [2.027657489935221, 48.39683624109021], [2.045567328376061, 48.384475472579524], [2.050594006500893, 48.38511866264332], [2.053451153079345, 48.37572124423833], [2.044188706169026, 48.3607380742924]]]}";13806.0971519;10685445.0
Courgent;78;78185;48.8957168468, 1.65941323514;"{""type"": ""Polygon"", ""coordinates"": [[[1.662185666758451, 48.88725457643043], [1.652835296614673, 48.887554473157955], [1.652047132214174, 48.890603648886234], [1.652183456433165, 48.899563412136445], [1.658361934477478, 48.907556612137654], [1.662852730924605, 48.9037663508093], [1.668194069123046, 48.89496663861755], [1.666457919029702, 48.888723327107535], [1.662185666758451, 48.88725457643043]]]}";5672.27696645;1917745.00001
Châtenoy;77;77102;48.2308781488, 2.62712492954;"{""type"": ""Polygon"", ""coordinates"": [[[2.638297853765368, 48.21707708113403], [2.623787912708976, 48.22028901071304], [2.60559947708919, 48.230793196736755], [2.605493107534132, 48.23421201460165], [2.615312310484079, 48.23593596828897], [2.630146315043913, 48.24481911686486], [2.641011521187365, 48.23577387607921], [2.649499095408681, 48.23338794323644], [2.636579567395117, 48.22611467308694], [2.638297853765368, 48.21707708113403]]]}";9773.09800344;4855229.50002
Meaux;77;77284;48.9570625667, 2.90003097245;"{""type"": ""Polygon"", ""coordinates"": [[[2.916702617701648, 48.94048089300073], [2.897312295475783, 48.936670996755794], [2.880888620522303, 48.94986579282943], [2.87942982731981, 48.94306601961623], [2.872042114282188, 48.94397559689736], [2.876574675828989, 48.949654602837676], [2.872355248281159, 48.95545030239133], [2.86272972522934, 48.95503501055145], [2.868406048114435, 48.96201946254452], [2.877349287182313, 48.97434839175138], [2.891067290689589, 48.979136505260016], [2.903178650977528, 48.974992486523035], [2.911948696561825, 48.96669937907704], [2.924453326708567, 48.96132150422167], [2.944149534262513, 48.95777131963063], [2.934982495160137, 48.950276022301416], [2.916702617701648, 48.94048089300073]]]}";17874.0050131;14729906.0
Orgerus;78;78465;48.8379711706, 1.69620236301;"{""type"": ""Polygon"", ""coordinates"": [[[1.704489067221233, 48.80190313509024], [1.700316684297318, 48.80814523175642], [1.678276559323906, 48.821818527977854], [1.677094539458584, 48.83189752182909], [1.676740332424756, 48.84048348124857], [1.670258449557492, 48.84458509205783], [1.696313058344683, 48.86860818631365], [1.70185337525734, 48.865673293225406], [1.705221892354181, 48.86014227173367], [1.716446665799903, 48.85492053285945], [1.718919506605412, 48.84858797156444], [1.710372283772162, 48.83215306098732], [1.713343374151283, 48.815553923573006], [1.705129436928758, 48.811759400007965], [1.704489067221233, 48.80190313509024]]]}";17544.8375595;14446928.0
Soignolles-en-Brie;77;77455;48.645281445, 2.70806809246;"{""type"": ""Polygon"", ""coordinates"": [[[2.720364375338992, 48.62769286514923], [2.694995919394673, 48.63594201263087], [2.680569675929177, 48.64034772842434], [2.684417279914954, 48.64826453047397], [2.678626197007001, 48.65182002707394], [2.68187305912165, 48.66037384482682], [2.690428187679012, 48.662483165857054], [2.706408640659127, 48.66513208333489], [2.713663322352883, 48.6496156670002], [2.731737986145768, 48.64573595323172], [2.740614947861252, 48.64856201320032], [2.744429454150915, 48.64300241171635], [2.738849541865861, 48.63510173910921], [2.720364375338992, 48.62769286514923]]]}";14796.6027417;10839114.0
Moissy-Cramayel;77;77296;48.6285851533, 2.5960231045;"{""type"": ""Polygon"", ""coordinates"": [[[2.586484262383731, 48.602512543654846], [2.582212279808837, 48.60587086253007], [2.564702394408399, 48.62207150517648], [2.572611218787539, 48.63386576212713], [2.573045527276033, 48.64384281504095], [2.581154660944783, 48.64652511600668], [2.605438460852632, 48.643010008648055], [2.60768236671196, 48.64605771903511], [2.612700628500461, 48.64662282764584], [2.628071120299444, 48.63836942931547], [2.62940068809578, 48.62502490691251], [2.613022761231556, 48.61774972239462], [2.598136762050963, 48.616396120216415], [2.586484262383731, 48.602512543654846]]]}";15771.0317645;14274148.0
Esmans;77;77172;48.3429519807, 2.96915653301;"{""type"": ""Polygon"", ""coordinates"": [[[2.971148807493823, 48.31300970653486], [2.947606571971625, 48.33197657882268], [2.947238996621306, 48.33523335081672], [2.938492506758355, 48.33734343595164], [2.938564509964805, 48.35658799334787], [2.940032513141523, 48.35959370881889], [2.953882313115053, 48.36109339107121], [2.964446894584054, 48.37042675838928], [2.975564726679596, 48.359759311446695], [2.994532972386837, 48.35462447522772], [3.000067473463278, 48.33847503909292], [3.00493907860798, 48.33869986171514], [3.005100333979693, 48.33166416482367], [2.983230616788173, 48.32428547027908], [2.968404864608412, 48.32275293126205], [2.971148807493823, 48.31300970653486]]]}";18593.974411;17362597.5
