nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Chapelle-Gauthier (la);77;77086;48.5306744733, 2.86286787769;"{""type"": ""Polygon"", ""coordinates"": [[[2.893754941051513, 48.51296731261011], [2.876044010974832, 48.50772356858124], [2.869237610840717, 48.511818385767185], [2.849202647037944, 48.51070615443569], [2.83876130821773, 48.5160089883269], [2.810283493790703, 48.524153120663684], [2.800664031635033, 48.521717513735716], [2.791499487503803, 48.524292577555926], [2.790420819398883, 48.52988604039198], [2.801963302177235, 48.532676510134976], [2.84548921294654, 48.52576935605742], [2.854053028673465, 48.52894667789258], [2.860622633174896, 48.533704294847304], [2.855928958134903, 48.54615766991701], [2.875325611846593, 48.5422754908333], [2.880023582552064, 48.543539710353535], [2.882379715913973, 48.55008185920229], [2.884197007392746, 48.55544498930995], [2.890599312117109, 48.55885135496625], [2.901044429604858, 48.56046170084711], [2.901402987426275, 48.55716064941303], [2.913201962303148, 48.55135872987473], [2.902578410749005, 48.544468883417295], [2.905462233504422, 48.53797636725173], [2.886411523642852, 48.53401959150272], [2.88089836467138, 48.52820297127044], [2.883704540962379, 48.51478405587309], [2.893754941051513, 48.51296731261011]]]}";28495.6901713;17288067.0
Epône;78;78217;48.9471759683, 1.81269584925;"{""type"": ""Polygon"", ""coordinates"": [[[1.805030743184308, 48.91247332694661], [1.800092331041828, 48.913017551808736], [1.78481043591284, 48.925256907877085], [1.783341566714194, 48.92561973787776], [1.790209637672218, 48.930779700187436], [1.794676415894074, 48.94772364353273], [1.809200217598698, 48.95745580556295], [1.806854051286349, 48.97102142916722], [1.817612631736871, 48.97548071323005], [1.836578224044746, 48.97777058226875], [1.839907315509568, 48.96144411174516], [1.834715377805065, 48.95239141329193], [1.830224630775782, 48.9504860426982], [1.828202501401089, 48.95356902193243], [1.821258803685248, 48.94482227474468], [1.814567765432089, 48.92868479106846], [1.817965063734213, 48.92273757403852], [1.809145099476275, 48.921103319929884], [1.805030743184308, 48.91247332694661]]]}";19312.83115;13587076.5
Orvilliers;78;78474;48.8548104012, 1.64252100195;"{""type"": ""Polygon"", ""coordinates"": [[[1.652197378614889, 48.84528242287145], [1.64855931458672, 48.83895412224756], [1.643457766002471, 48.83863552686868], [1.623661860745411, 48.84884320321232], [1.630311264192978, 48.860306653088394], [1.642774220874627, 48.870639388266284], [1.65877717620889, 48.86708711027235], [1.652197378614889, 48.84528242287145]]]}";9516.38253061;5663982.49999
Louan-Villegruis-Fontaine;77;77262;48.6145636708, 3.48915109409;"{""type"": ""Polygon"", ""coordinates"": [[[3.469022693533622, 48.573053633256706], [3.440898812754491, 48.605679581091096], [3.439002852057714, 48.61250499805291], [3.444883152113173, 48.61805121785081], [3.447017717442595, 48.628117811811514], [3.451090614365093, 48.63465089605872], [3.476739412517408, 48.637528391749406], [3.492137340963069, 48.64695556420126], [3.51789811106692, 48.643842040988645], [3.53323646131025, 48.646508885482895], [3.518763764953679, 48.63668717979266], [3.521257921418834, 48.63365393003665], [3.541157419697353, 48.63012904242321], [3.555613749238534, 48.62028467657407], [3.555686958558769, 48.61695608191555], [3.508512640556093, 48.60550895393248], [3.505529460636798, 48.60278707196074], [3.515219489049266, 48.59098853410523], [3.492160726779427, 48.58882825490427], [3.485303514206343, 48.58046363243532], [3.469022693533622, 48.573053633256706]]]}";29306.9191107;37837265.5
Voisins-le-Bretonneux;78;78688;48.758677648, 2.04850691768;"{""type"": ""Polygon"", ""coordinates"": [[[2.068432941987352, 48.75671468969072], [2.061005617243, 48.752159190709385], [2.045187350704022, 48.75133216570579], [2.025542613006742, 48.75585970928648], [2.04993103987253, 48.769467190798984], [2.053735529899986, 48.76751858741475], [2.068432941987352, 48.75671468969072]]]}";7756.00459224;3482644.5
Saint-Léger;77;77417;48.8435888825, 3.27123408518;"{""type"": ""Polygon"", ""coordinates"": [[[3.290821800913667, 48.82396668440853], [3.281569073580549, 48.82566162339186], [3.26574025504933, 48.833405254765246], [3.246111609015297, 48.833806991672375], [3.250047591094626, 48.853467303934764], [3.254289177471757, 48.85971767107274], [3.259309165565722, 48.860570248818895], [3.263055185617672, 48.86013039833001], [3.277204426945933, 48.85784115550791], [3.297310624967422, 48.84881757822653], [3.289027170916036, 48.836840705817124], [3.293061714089487, 48.827486675868265], [3.290821800913667, 48.82396668440853]]]}";13041.9327987;9852436.99998
Raizeux;78;78516;48.6356143673, 1.68906925205;"{""type"": ""Polygon"", ""coordinates"": [[[1.666354498393681, 48.61370823513232], [1.657429177750115, 48.621560720553084], [1.656908703988398, 48.62809517008943], [1.649553735139714, 48.63227624525033], [1.651574528306872, 48.63812870428748], [1.675946151012577, 48.62499769660159], [1.68076697118957, 48.62648159788757], [1.691167047907562, 48.65342280467327], [1.709093993300297, 48.660401311374684], [1.717317828225015, 48.65619003897569], [1.709581551305061, 48.63293266136379], [1.69799217126206, 48.62741782996035], [1.690809696162941, 48.617245288672784], [1.682125995776505, 48.61885880254199], [1.666354498393681, 48.61370823513232]]]}";18205.2274264;9985245.00001
Grisy-Suisnes;77;77217;48.6844503585, 2.67647246485;"{""type"": ""Polygon"", ""coordinates"": [[[2.678626197007001, 48.65182002707394], [2.670036416058581, 48.65555641038013], [2.660122156647719, 48.653981432452014], [2.656549554037585, 48.656363825325506], [2.658717531859159, 48.66951146767026], [2.65402667194369, 48.67037043826094], [2.65214746078104, 48.677263927221816], [2.639541111165652, 48.68346879540598], [2.640462698233879, 48.69365349083029], [2.645506971656875, 48.693110925384566], [2.66601266399683, 48.70313605524199], [2.676006728534706, 48.70213824366789], [2.695428876033807, 48.70612899275929], [2.715449084097775, 48.70565674425836], [2.721878603809306, 48.70023924290974], [2.71592902193425, 48.694864489626816], [2.678866853373265, 48.67232883124067], [2.690428187679012, 48.662483165857054], [2.68187305912165, 48.66037384482682], [2.678626197007001, 48.65182002707394]]]}";20996.9161981;18358369.0
Boissettes;77;77038;48.523493031, 2.6146358615;"{""type"": ""Polygon"", ""coordinates"": [[[2.600735098184952, 48.515834549359916], [2.602093054124466, 48.52246008176865], [2.611623879616338, 48.52467759729153], [2.60882948198527, 48.530740619563], [2.6164658147528, 48.52740106499647], [2.629448044769515, 48.53015897474581], [2.631863494199458, 48.527575686026864], [2.610728985504027, 48.51752294904236], [2.600735098184952, 48.515834549359916]]]}";6894.43052408;1603038.0
Saint-Germain-en-Laye;78;78551;48.9407041394, 2.09870929375;"{""type"": ""Polygon"", ""coordinates"": [[[2.091815252590878, 48.88587897875299], [2.087831430643755, 48.88441871528351], [2.075082276134469, 48.887405703752], [2.054452747035241, 48.89766810449447], [2.052729084891242, 48.90693575745566], [2.03988510194635, 48.91687015189673], [2.044986902874621, 48.92290949272036], [2.054601988567888, 48.92550386770532], [2.063219382472294, 48.94111181783663], [2.070157210620772, 48.94630990164535], [2.075675644245298, 48.95231497975218], [2.075634133941425, 48.96617284013309], [2.086659563951733, 48.97377535935642], [2.088198795222795, 48.977141394514724], [2.087052718771236, 48.98405712073559], [2.108124304516036, 48.98229117957655], [2.122034299251282, 48.98706100160704], [2.143263033678408, 48.98570370644564], [2.166086586338906, 48.976844866200906], [2.172905175627908, 48.96386156363892], [2.147465233876882, 48.96525714971735], [2.134469097985566, 48.9558474182874], [2.127853526267752, 48.94319130300212], [2.122791996436941, 48.94217412593563], [2.12223969394776, 48.93202586208152], [2.110353346001781, 48.92071468887357], [2.104127721869828, 48.90740315638221], [2.099251330289508, 48.89039594701412], [2.091815252590878, 48.88587897875299]]]}";34277.7348692;49068001.5
Tremblay-en-France;93;93073;48.9784304121, 2.55468501543;"{""type"": ""Polygon"", ""coordinates"": [[[2.595934503003416, 48.93861477669707], [2.574758302676825, 48.93746239809801], [2.56901834200935, 48.94323316567638], [2.554184109617038, 48.968106223758866], [2.549715991741619, 48.9698970093018], [2.534856103027265, 48.96674689913284], [2.526297380142487, 48.97521124123133], [2.500519839836572, 48.97528651886361], [2.50188202159187, 48.97853843721308], [2.511558291055725, 48.98099717262643], [2.53281025529314, 49.00442566735557], [2.547695159195196, 49.00435679546222], [2.553060644854189, 49.0098171174389], [2.565778810994142, 49.01239956001716], [2.57152782263402, 49.00153079583649], [2.575843102727704, 49.00028722506934], [2.579969183087788, 48.98692134380477], [2.575839804974491, 48.98060322378864], [2.565841797186508, 48.978697052454855], [2.566334994483756, 48.9752547667632], [2.591905302944355, 48.94934729572268], [2.595934503003416, 48.93861477669707]]]}";26512.142008;22447094.5
Beaumont-sur-Oise;95;95052;49.1400981058, 2.30021267239;"{""type"": ""Polygon"", ""coordinates"": [[[2.313569645517369, 49.122783279562476], [2.298787408133634, 49.137003097459896], [2.278230001736185, 49.13522717295469], [2.268058312000935, 49.13940958471245], [2.294154781409916, 49.15115501405086], [2.311918280473377, 49.15016994668642], [2.322738714305511, 49.146571953172156], [2.314990331666373, 49.14174483993368], [2.320079453482795, 49.12467244942812], [2.313569645517369, 49.122783279562476]]]}";12032.9337189;5791414.00001
Berville;95;95059;49.1924943178, 2.07091417142;"{""type"": ""Polygon"", ""coordinates"": [[[2.076200030625617, 49.17335352612001], [2.038222071981141, 49.192135286947476], [2.03836793854826, 49.19240618125431], [2.080875825301425, 49.21044996512831], [2.080768837878133, 49.20720347451348], [2.090240485657311, 49.205450218207844], [2.095874523387717, 49.190064289378874], [2.08735252507778, 49.18792311781097], [2.076200030625617, 49.17335352612001]]]}";12509.3625191;8684463.00002
Chevru;77;77113;48.7336804794, 3.19577502632;"{""type"": ""Polygon"", ""coordinates"": [[[3.191691627411387, 48.7162575825619], [3.178207691141497, 48.72012805298696], [3.162383394780424, 48.732697624608605], [3.157351580198953, 48.732335601054764], [3.165737606909538, 48.73567908857934], [3.172237993480462, 48.74418735227585], [3.17207186898527, 48.74742547149591], [3.159804697950222, 48.75199352251648], [3.160521848185399, 48.7552034353236], [3.16415938925908, 48.757015284122566], [3.171681571699205, 48.75281348516508], [3.196447019529598, 48.74828726637321], [3.204942186615877, 48.74002536863513], [3.234838938910752, 48.738621175962905], [3.234920860515009, 48.73264886086339], [3.231303134362575, 48.723202952182326], [3.217625315292628, 48.7194240832274], [3.197988265515842, 48.72074446569704], [3.191691627411387, 48.7162575825619]]]}";18041.9512122;13559611.5
Gazeran;78;78269;48.6334275463, 1.77758974594;"{""type"": ""Polygon"", ""coordinates"": [[[1.775091719095653, 48.59828740191751], [1.763197615465777, 48.5999726737811], [1.764969229344925, 48.605370838984186], [1.752669945881846, 48.608607218347636], [1.75968043338246, 48.621338098471675], [1.757850133402634, 48.63156559252578], [1.739946739405009, 48.6384124847976], [1.729496765437647, 48.64616404099067], [1.737490184151564, 48.65246522578084], [1.75968441074364, 48.66526551698371], [1.767165029483625, 48.67400604854572], [1.785978084411508, 48.67455893765777], [1.786790275164756, 48.664141145809516], [1.766793305697524, 48.65290701244915], [1.768876653359734, 48.64284411527845], [1.776490656796841, 48.638262634472014], [1.802348479663074, 48.63884924344306], [1.822350106947291, 48.634892523205835], [1.827546681875147, 48.61921880079524], [1.80578995523882, 48.61057325507247], [1.7771111550965, 48.60474049163271], [1.775091719095653, 48.59828740191751]]]}";28423.1377024;25881026.5
Gressy;77;77214;48.9650099729, 2.66440376724;"{""type"": ""Polygon"", ""coordinates"": [[[2.653194165163208, 48.95561918951182], [2.650281677509938, 48.96433340148263], [2.660825327166078, 48.97475885201799], [2.672180115173003, 48.976391051931046], [2.676856892795135, 48.9668089215599], [2.674584928304008, 48.95665933068266], [2.653194165163208, 48.95561918951182]]]}";7066.88033938;3342255.49999
Coudray-Montceaux (le);91;91179;48.5587791447, 2.48742424481;"{""type"": ""Polygon"", ""coordinates"": [[[2.472349956478765, 48.54078336288105], [2.465176547057712, 48.54147098158756], [2.46875045920818, 48.553757245139586], [2.466471529200265, 48.556661659750596], [2.456770495696945, 48.55781418163536], [2.456355291836143, 48.5638753819719], [2.473848917558093, 48.5777083214034], [2.47834977084546, 48.573617162222256], [2.481253208810046, 48.58020560791837], [2.481413545899041, 48.57359457225704], [2.492806002947495, 48.56739174014401], [2.52177167572965, 48.573223888065264], [2.531595442639009, 48.57365876989206], [2.519700399209357, 48.568492869072635], [2.517943535875441, 48.5620359073581], [2.499315310130176, 48.54291501973494], [2.472349956478765, 48.54078336288105]]]}";18121.5875053;12127363.5
Voinsles;77;77527;48.6812171201, 3.01742252986;"{""type"": ""Polygon"", ""coordinates"": [[[3.027555142240603, 48.645872824367196], [3.017320575038858, 48.64647740651074], [3.018178135037649, 48.65335831794339], [3.010237967060124, 48.66222810088654], [3.00052957169663, 48.66436928307878], [2.985932872582708, 48.6626234785388], [2.974238795694054, 48.66902575330189], [2.973517868605169, 48.67137320415139], [2.977488975728916, 48.68996583803281], [3.009581824037699, 48.71239070012402], [3.018131852753646, 48.71567263946958], [3.019555346700496, 48.705850573351164], [3.023740107359225, 48.70405093303549], [3.038224614764805, 48.70207739337427], [3.055310862938114, 48.70720650256163], [3.060130142042971, 48.690933207045646], [3.049255276299176, 48.68421027869836], [3.043745837308332, 48.674705134356955], [3.050878282221406, 48.66299122895404], [3.041612474011208, 48.65628473999868], [3.043049098272423, 48.653243991714525], [3.027555142240603, 48.645872824367196]]]}";24328.0314621;28699592.0
Chapelle-Rablais (la);77;77089;48.5059176558, 2.96075561449;"{""type"": ""Polygon"", ""coordinates"": [[[2.974071587268855, 48.485835297115244], [2.950614672171573, 48.49110851254552], [2.936717799476788, 48.48905083686604], [2.939085907273534, 48.50091773896945], [2.928891381685554, 48.502072547537686], [2.927303007455925, 48.50537307940349], [2.933608372527517, 48.518573658921106], [2.947985168242415, 48.52237703601119], [2.96371493632485, 48.531108733396586], [2.968550321724756, 48.53096617969895], [2.970179505128839, 48.52414784318793], [2.980907646941895, 48.517241299422125], [2.981371703495494, 48.50689616744581], [2.991444202934421, 48.50552994693558], [2.992216732553378, 48.49957471530168], [2.988575936133481, 48.49764929277112], [2.993125030120336, 48.48905849792803], [2.974071587268855, 48.485835297115244]]]}";17168.8004031;15329672.0
Corbreuse;91;91175;48.494765705, 1.96031071197;"{""type"": ""Polygon"", ""coordinates"": [[[1.955625494159541, 48.47264552301906], [1.933108438564021, 48.481424252665256], [1.934278600793697, 48.495775684129775], [1.952893097370137, 48.52348891997128], [1.963885510093959, 48.52784959159545], [1.967669116825551, 48.52623615133512], [1.960748383319391, 48.52143467746462], [1.963477048974363, 48.514935996828946], [1.978253014839369, 48.505770466566176], [1.984770357233103, 48.493608862972266], [1.992615927604017, 48.4896451282151], [1.991581326565326, 48.486433511946494], [1.987281813644022, 48.47779600681709], [1.968700596261153, 48.475845725391544], [1.955625494159541, 48.47264552301906]]]}";17119.5856446;15557227.0
